2018 rank,City,State,2018 estimate,2010 Census,Change,2016 land area sq mi,2016 land area sq km,2016 population density per sq mi,2016 population density per sq km,Location : Latitude / Longitude / Coordinates,Wikipedia Link,City Summary
195,Roseville, California,"139,117","118,788",+17.11%,43.0 sq mi,111.4 km2,"3,085/sq mi","1,191/km2",38°46′08″N 121°19′08″W﻿ / ﻿38.7690°N 121.3189°W﻿ / 38.7690; -121.3189﻿ (Roseville),"https://en.wikipedia.org/wiki/Roseville,_California","The city was a railroad town for decades, with the railroad employing up to 1,225 people by 1929, out of a population of only 6,425 people.[11] With the onset of World War II, the rail yards became busier than ever and the post-war building boom brought continued prosperity. However, the nature of the city changed dramatically in the 1950s."
196,Denton, Texas,"138,541","113,383",+22.19%,93.4 sq mi,241.9 km2,"1,433/sq mi",553/km2,33°13′00″N 97°08′29″W﻿ / ﻿33.2166°N 97.1414°W﻿ / 33.2166; -97.1414﻿ (Denton),"https://en.wikipedia.org/wiki/Denton,_Texas","Located on the far north end of the Dallas–Fort Worth metroplex in North Texas on Interstate 35, Denton is known for its active music life; the North Texas State Fair and Rodeo, Denton Arts and Jazz Festival, and 35 Denton Music Festival attract over 300,000 people to the city each year. The city experiences hot, humid summers and relatively few extreme weather events. Its diverse citizenry is represented by a nonpartisan city council, and numerous county and state departments have offices in the city. With over 45,000 students enrolled at the two universities located within its city limits, Denton is often characterized as a college town. As a result of the universities' growth, educational services play a large role in the city's economy. Residents are served by the Denton County Transportation Authority, which provides commuter rail and bus service to the area."
197,Waco, Texas,"138,183","124,805",+10.72%,89.0 sq mi,230.5 km2,"1,510/sq mi",580/km2,31°33′36″N 97°11′10″W﻿ / ﻿31.5601°N 97.1860°W﻿ / 31.5601; -97.1860﻿ (Waco),"https://en.wikipedia.org/wiki/Waco,_Texas","In 1824, Thomas M. Duke was sent to explore the area after violence erupted between the Waco people and the European settlers.His report to Stephen F. Austin, described the Waco village:[8]"
198,Surprise, Arizona,"138,161","117,517",+17.57%,107.9 sq mi,279.5 km2,"1,230/sq mi",470/km2,33°40′14″N 112°27′10″W﻿ / ﻿33.6706°N 112.4527°W﻿ / 33.6706; -112.4527﻿ (Surprise),"https://en.wikipedia.org/wiki/Surprise,_Arizona","The city has a 10,562-square-foot (981.2 m2) Aquatics Center and Maricopa County's northwest regional library, a $5.5 million, 20,000-square-foot (1,900 m2) library, along with a 100.3 cost of living index."
199,Carrollton, Texas,"136,879","119,097",+14.93%,36.3 sq mi,94.0 km2,"3,674/sq mi","1,419/km2",32°59′18″N 96°53′59″W﻿ / ﻿32.9884°N 96.8998°W﻿ / 32.9884; -96.8998﻿ (Carrollton),"https://en.wikipedia.org/wiki/Carrollton,_Texas","The English colony, a group of families in the northeastern area of settlement which crossed into Denton County, was home to large landowners including the Furneaux, Jackson, Morgan, and Rowe families.  It is most likely that Carrollton was named for Carrollton, Illinois, the original home of many of these settlers.[5]"
200,West Valley City, Utah,"136,401","129,480",+5.35%,35.5 sq mi,91.9 km2,"3,847/sq mi","1,485/km2",40°41′19″N 112°00′42″W﻿ / ﻿40.6885°N 112.0118°W﻿ / 40.6885; -112.0118﻿ (West Valley City),"https://en.wikipedia.org/wiki/West_Valley_City,_Utah","The first European people to live in the area were the Latter-day Saints (Mormons). The Euro-Americans arrived in the Salt Lake Valley in 1847. The area was first staked out by settler Joseph Harker and his family in the area they named as ""over Jordan"" (referring to the land west of the Jordan River, which runs through the valley)."
201,Charleston, South Carolina,"136,208","120,083",+13.43%,109.0 sq mi,282.3 km2,"1,233/sq mi",476/km2,32°49′04″N 79°57′32″W﻿ / ﻿32.8179°N 79.9590°W﻿ / 32.8179; -79.9590﻿ (Charleston),"https://en.wikipedia.org/wiki/Charleston,_South_Carolina","Charleston is the oldest and largest city in the U.S. state of South Carolina, the county seat of Charleston County,[5] and the principal city in the Charleston–North Charleston–Summerville Metropolitan Statistical Area.[6] The city lies just south of the geographical midpoint of South Carolina's coastline and is located on Charleston Harbor, an inlet of the Atlantic Ocean formed by the confluence of the Ashley, Cooper, and Wando rivers. Charleston had an estimated population of 136,208 in 2018.[7] The estimated population of the Charleston metropolitan area, comprising Berkeley, Charleston, and Dorchester counties, was 787,643 residents in 2018, the third-largest in the state and the 78th-largest metropolitan statistical area in the United States."
202,Warren, Michigan,"134,587","134,056",+0.40%,34.4 sq mi,89.1 km2,"3,928/sq mi","1,517/km2",42°29′34″N 83°01′30″W﻿ / ﻿42.4929°N 83.0250°W﻿ / 42.4929; -83.0250﻿ (Warren),"https://en.wikipedia.org/wiki/Warren,_Michigan","Another version of the source of the city's name claims it was ""named for General Joseph Warren (1741–1775), who fell at the Battle of Bunker Hill.[13]"
203,Hampton, Virginia,"134,313","137,436",−2.27%,51.5 sq mi,133.4 km2,"2,629/sq mi","1,015/km2",37°02′53″N 76°17′50″W﻿ / ﻿37.0480°N 76.2971°W﻿ / 37.0480; -76.2971﻿ (Hampton),"https://en.wikipedia.org/wiki/Hampton,_Virginia","As one of the seven major cities that compose the Hampton Roads metropolitan area, it is on the southeastern side of the Virginia Peninsula."
204,Gainesville, Florida,"133,857","124,354",+7.64%,62.3 sq mi,161.4 km2,"2,112/sq mi",815/km2,29°40′44″N 82°20′46″W﻿ / ﻿29.6788°N 82.3461°W﻿ / 29.6788; -82.3461﻿ (Gainesville),"https://en.wikipedia.org/wiki/Gainesville,_Florida","Gainesville is home to the University of Florida, the nation's fifth-largest university campus by enrollment, as well as to Santa Fe College."
205,Visalia, California,"133,800","124,442",+7.52%,37.5 sq mi,97.1 km2,"3,495/sq mi","1,349/km2",36°19′38″N 119°19′44″W﻿ / ﻿36.3273°N 119.3289°W﻿ / 36.3273; -119.3289﻿ (Visalia),"https://en.wikipedia.org/wiki/Visalia,_California","Visalia is the 5th largest city in the San Joaquin Valley after Fresno, Bakersfield, Stockton and Modesto; the 44th most populous in California; and 198th in the United States.[9]"
206,Coral Springs, Florida,"133,507","121,096",+10.25%,23.8 sq mi,61.6 km2,"5,465/sq mi","2,110/km2",26°16′15″N 80°15′33″W﻿ / ﻿26.2707°N 80.2593°W﻿ / 26.2707; -80.2593﻿ (Coral Springs),"https://en.wikipedia.org/wiki/Coral_Springs,_Florida","The city, officially chartered on July 10, 1963, was master-planned and primarily developed by Coral Ridge Properties, which was acquired by Westinghouse in 1966. The city's name is derived from the company's name, and was selected after several earlier proposals had been considered and rejected.[8] Despite the name, there are no natural springs in the city; Florida's springs are found in the central and northern portions of the state.[9]"
207,Columbia, South Carolina,"133,451","129,272",+3.23%,133.5 sq mi,345.8 km2,"1,006/sq mi",388/km2,34°01′45″N 80°53′53″W﻿ / ﻿34.0291°N 80.8980°W﻿ / 34.0291; -80.8980﻿ (Columbia),"https://en.wikipedia.org/wiki/Columbia,_South_Carolina","The city is located approximately 13 miles (21 km) northwest of the geographic center of South Carolina, and is the primary city of the Midlands region of the state. It lies at the confluence of the Saluda River and the Broad River, which merge at Columbia to form the Congaree River. Columbia is home to the University of South Carolina, the state's flagship university and the largest in the state, and is also the site of Fort Jackson, the largest United States Army installation for Basic Combat Training. Columbia is also located 20 miles west of the site of McEntire Joint National Guard Base, which is operated by the U.S. Air Force and is used as a training base for the 169th Fighter Wing of The South Carolina Air National Guard. Columbia is also the location of the South Carolina State House, which is the center of government for the state. In 1860, the city was the location of the South Carolina Secession Convention, which marked the departure of the first state from the Union in the events leading up to the Civil War."
208,Cedar Rapids, Iowa,"133,174","126,326",+5.42%,70.8 sq mi,183.4 km2,"1,852/sq mi",715/km2,41°58′01″N 91°40′40″W﻿ / ﻿41.9670°N 91.6778°W﻿ / 41.9670; -91.6778﻿ (Cedar Rapids),"https://en.wikipedia.org/wiki/Cedar_Rapids,_Iowa","As of the 2010 United States Census, the city population was 126,326.[6][7] The estimated population of the three-county Metropolitan Statistical Area, which includes the nearby cities of Marion and Hiawatha, was 255,452 in 2008.[8] Cedar Rapids is an economic hub of the state, located at the core of the Interstate 380 corridor."
209,Sterling Heights, Michigan,"132,964","129,699",+2.52%,36.5 sq mi,94.5 km2,"3,628/sq mi","1,401/km2",42°34′52″N 83°01′49″W﻿ / ﻿42.5812°N 83.0303°W﻿ / 42.5812; -83.0303﻿ (Sterling Heights),"https://en.wikipedia.org/wiki/Sterling_Heights,_Michigan","Dobry Road on the northern city limits is named after the last township supervisor, Anthony Dobry, who was also the second mayor.[9][10][11][12]"
210,New Haven, Connecticut,"130,418","129,779",+0.49%,18.7 sq mi,48.4 km2,"6,948/sq mi","2,683/km2",41°18′39″N 72°55′30″W﻿ / ﻿41.3108°N 72.9250°W﻿ / 41.3108; -72.9250﻿ (New Haven),"https://en.wikipedia.org/wiki/New_Haven,_Connecticut","New Haven is the home of Yale University. As New Haven's biggest taxpayer and employer,[10] Yale serves as an integral part of the city's economy. Health care (hospitals and biotechnology), professional services (legal, architectural, marketing, and engineering), financial services, and retail trade also contribute to the city's economic activity."
211,Stamford, Connecticut,"129,775","122,643",+5.82%,37.6 sq mi,97.4 km2,"3,434/sq mi","1,326/km2",41°04′48″N 73°32′46″W﻿ / ﻿41.0799°N 73.5460°W﻿ / 41.0799; -73.5460﻿ (Stamford),"https://en.wikipedia.org/wiki/Stamford,_Connecticut","Stamford is home to four Fortune 500 Companies,[4] nine Fortune 1000 Companies, and 13 Courant 100 Companies, as well as numerous divisions of large corporations. This gives Stamford the largest financial district in the New York metropolitan region outside New York City itself and one of the largest concentrations of corporations in the United States."
212,Concord, California,"129,688","122,067",+6.24%,30.5 sq mi,79.0 km2,"4,221/sq mi","1,630/km2",37°58′20″N 122°00′06″W﻿ / ﻿37.9722°N 122.0016°W﻿ / 37.9722; -122.0016﻿ (Concord),"https://en.wikipedia.org/wiki/Concord,_California","Concord is located at 37°58′41″N 122°01′52″W﻿ / ﻿37.97806°N 122.03111°W﻿ / 37.97806; -122.03111.[11] It is 29 miles (47 kilometres) northeast of San Francisco, 22 miles (35 km) northeast from Oakland, 65 miles (105 km) southwest of Sacramento, and 51 miles (82 km) north of San Jose.[15]"
213,Kent, Washington,"129,618","92,411",+40.26%,33.7 sq mi,87.3 km2,"3,784/sq mi","1,461/km2",47°23′17″N 122°12′46″W﻿ / ﻿47.3880°N 122.2127°W﻿ / 47.3880; -122.2127﻿ (Kent),"https://en.wikipedia.org/wiki/Kent,_Washington","Throughout the 1860s and 70's, grain and forage crops such as wheat, barley, oats, hay, and timothy accounted for much of the annual return of farmers in the valley. During the late 1870s the town discovered hops production as a major source of income.[10]  Due to an aphid invasion which affected hops crops in Europe,[11] hops from the Puget Sound area began to command high prices. Hops were shipped from Titusville either by the river or via rail. In 1889 the town was renamed for the County of Kent, the major hops-producing region in England. Hops production in the White River valley came to an end soon after its own invasion of aphids in 1891.[12]"
214,Santa Clara, California,"129,488","116,468",+11.18%,18.4 sq mi,47.7 km2,"6,845/sq mi","2,643/km2",37°21′53″N 121°58′04″W﻿ / ﻿37.3646°N 121.9679°W﻿ / 37.3646; -121.9679﻿ (Santa Clara),"https://en.wikipedia.org/wiki/Santa_Clara,_California","Santa Clara is located in the center of Silicon Valley and is home to the headquarters of several high-tech companies such as Intel. It is also home to Santa Clara University, the oldest institution of higher learning in the state of California, which was built around Mission Santa Clara de Asís.[10] Levi's Stadium, the home of the National Football League's San Francisco 49ers, is located in the city. Santa Clara is bordered by San Jose on all sides, except for Sunnyvale to the west, and Cupertino to the west."
